Seed,Model,Feature_Set,Features,N_Train,N_Test,CV_R2_Mean,CV_R2_Std,Test_R2,Test_RMSE,Test_MAE
23,ElasticNet,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.5688302770020047,0.19879715002682077,0.41657023398776616,116.44246101964598,60.155145883954816
23,BayesianRidge,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.5651943060374153,0.1937446298484435,0.41988341443131305,116.11136361873676,60.130508207346935
23,SVR_RBF,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.1384961604793021,0.158035856778477,0.22693712313624637,134.03693665025062,56.63210608265833
23,KNN,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.5841064521517707,0.17544092170899717,0.3168215779646304,126.00394858643578,52.092692424318905
23,GradientBoosting,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.5138642836261997,0.1864359954262469,0.25517578068027813,131.56609342594786,49.98157441111312
23,HistGradientBoosting,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.5928420427709261,0.14811117294493653,0.20382412172424913,136.02589504024044,65.45133716755281
23,RandomForest,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.5891678881785972,0.17570019591770553,0.1790061838139162,138.12968689705363,53.26601272727272
23,ExtraTrees,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.6505315215838936,0.1415432664441976,0.30207891393312025,127.35624456305398,51.85906763636358
23,LinearRegression,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.6250539896256232,0.13029263736641966,0.1970613342526656,136.60238136602422,67.14974903884632
23,Ridge,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.625542036485364,0.12853022825786622,0.20035127339256975,136.32223866055307,66.97842501618175
23,ElasticNet,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.6255026890399467,0.12873170341545828,0.2007853622245238,136.28523241489196,66.95751874585932
23,BayesianRidge,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.6247221639867067,0.12720325523827633,0.2016743917731587,136.20941091082543,66.90966809725998
23,SVR_RBF,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.08940782657180339,0.1333544038866822,0.26191910819943975,130.9691670327546,58.64527034157216
23,KNN,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.5530021062172844,0.1137439676962795,0.8283524342558359,63.15909650622151,33.89795945181828
23,GradientBoosting,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.450638060633079,0.1256123414683195,0.6426849498377268,91.12609059042182,44.509143344409516
23,HistGradientBoosting,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.1423070979790257,0.6201009996610338,0.2940594235920433,128.08585068537167,60.92543388068543
23,RandomForest,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.521085267540059,0.16671793798844783,0.7423980677139916,77.37339308863189,40.4451403636365
23,ExtraTrees,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.4813422897549765,0.11018156743057411,0.7703540905344601,73.05441062823304,37.96916000000008
23,LinearRegression,Drop_SO4_keep_pH,"pH, Fe, Mn, Al",218,55,0.8041461474363162,0.12290348914476035,0.9053231464388484,46.907144151150035,33.18846912940696
23,Ridge,Drop_SO4_keep_pH,"pH, Fe, Mn, Al",218,55,0.804520891155963,0.12323388508681525,0.9042328858421271,47.176452967875015,33.346277204580545
23,ElasticNet,Drop_SO4_keep_pH,"pH, Fe, Mn, Al",218,55,0.8044800534823159,0.12319340312187216,0.9041566083074595,47.19523701133669,33.355868136346984
23,BayesianRidge,Drop_SO4_keep_pH,"pH, Fe, Mn, Al",218,55,0.8048529808484799,0.12374004648857827,0.904010858548986,47.231108452967526,33.37773831514586
23,SVR_RBF,Drop_SO4_keep_pH,"pH, Fe, Mn, Al",218,55,0.18637260099331066,0.17954275129248343,0.3763486445423567,120.38933615299233,51.51854339358459
23,KNN,Drop_SO4_keep_pH,"pH, Fe, Mn, Al",218,55,0.7459511705016706,0.14995170378465597,0.9143004913932458,44.62787934481622,26.245583442481653
23,GradientBoosting,Drop_SO4_keep_pH,"pH, Fe, Mn, Al",218,55,0.6191008437098701,0.12001828850805003,0.8853455027972478,51.61936187850767,27.712770571806182
23,HistGradientBoosting,Drop_SO4_keep_pH,"pH, Fe, Mn, Al",218,55,0.5431712864425055,0.16304788480030602,0.0001906433784718553,152.43183675246044,71.04973272967024
23,RandomForest,Drop_SO4_keep_pH,"pH, Fe, Mn, Al",218,55,0.6959221796747043,0.05822703059041814,0.8918658970937303,50.130083177730825,26.17001236363638
23,ExtraTrees,Drop_SO4_keep_pH,"pH, Fe, Mn, Al",218,55,0.7257738255294857,0.07275678688523542,0.8457730000745461,59.86835010468667,24.903725454545473
24,LinearRegression,All_features,"pH, Fe, Mn, Al, SO4",218,55,0.7578886739124928,0.0938532428465702,0.5925161931418195,139.31183510658147,58.393913164829485
24,Ridge,All_features,"pH, Fe, Mn, Al, SO4",218,55,0.7666283677828518,0.08702473612379949,0.5951168942843402,138.8665555777442,58.27007643715685
